run_id,run_dir,phase,market,interval,codebook_size,split_family,split_index,split_seed,train_symbols,val_symbols,test_symbols,train_candles,val_candles,test_candles,shape_val_train_l1,shape_test_train_l1,shape_val_train_max_diff,shape_test_train_max_diff,shape_train_entropy,shape_val_entropy,shape_test_entropy,shape_train_mean_sc,shape_val_mean_sc,shape_test_mean_sc,range_val_train_l1,range_test_train_l1,range_val_train_max_diff,range_test_train_max_diff,range_train_entropy,range_val_entropy,range_test_entropy,pair_val_train_l1,pair_test_train_l1,pair_val_train_max_diff,pair_test_train_max_diff,pair_train_entropy,pair_val_entropy,pair_test_entropy,kmeans_shape_val_train_l1,kmeans_shape_test_train_l1,kmeans_pair_val_train_l1,kmeans_pair_test_train_l1,kmeans_inertia_per_sample,kmeans_shape_mean_sc_train,kmeans_shape_mean_sc_val,kmeans_shape_mean_sc_test,notes
shape_token_range_bucket_NASDAQ_1m_k12_random_10,/Users/choeseoggyu/portfolio/finlabs/research/notebooks/01_shape_quantization/runs/phase_1b/shape_token_range_bucket_NASDAQ_1m_k12_random_10,1B,NASDAQ,1m,12,random,10,10,"[""GOOGL"", ""MRVL"", ""META"", ""AVGO"", ""INTC"", ""PLTR"", ""SOXX"", ""QCOM"", ""NVDA"", ""AMZN"", ""NFLX"", ""AMD""]","[""TSLA"", ""AAPL""]","[""RKLB"", ""QQQ"", ""MU"", ""MSFT""]",144000,24000,48000,0.10481944444444447,0.09331944444444448,0.02086111111111111,0.025048611111111112,3.505227,3.470925,3.444914,0.197909,0.198366,0.198874,0.35244444444444445,0.26425,0.10504166666666664,0.08485416666666667,2.484184,2.237671,2.487457,0.420375,0.3143472222222222,0.02086111111111111,0.025048611111111112,5.894707,5.661519,5.911243,0.09784722222222224,0.09176388888888885,0.4159027777777778,0.3143472222222222,0.047950998942057295,0.19359859542155822,0.1952515799087875,0.19447160816254175,
shape_token_range_bucket_NASDAQ_1m_k12_random_11,/Users/choeseoggyu/portfolio/finlabs/research/notebooks/01_shape_quantization/runs/phase_1b/shape_token_range_bucket_NASDAQ_1m_k12_random_11,1B,NASDAQ,1m,12,random,11,11,"[""META"", ""AMZN"", ""GOOGL"", ""MSFT"", ""PLTR"", ""NFLX"", ""AAPL"", ""AVGO"", ""AMD"", ""QQQ"", ""NVDA"", ""TSLA""]","[""RKLB"", ""MU""]","[""INTC"", ""QCOM"", ""MRVL"", ""SOXX""]",144000,24000,48000,0.06698611111111112,0.16734722222222223,0.011618055555555548,0.03734722222222222,3.47051,3.441575,3.475575,0.195198,0.195344,0.193609,0.9358333333333333,0.651375,0.2627916666666667,0.17099999999999999,2.484184,2.132908,2.421805,0.9444027777777777,0.7415555555555555,0.0418125,0.03734722222222222,5.898421,5.515867,5.67746,0.05908333333333333,0.15086111111111108,0.9444027777777777,0.7318472222222222,0.04952483452690972,0.21157914393321178,0.20778819918085312,0.21200335415998828,
shape_token_range_bucket_NASDAQ_1m_k12_random_12,/Users/choeseoggyu/portfolio/finlabs/research/notebooks/01_shape_quantization/runs/phase_1b/shape_token_range_bucket_NASDAQ_1m_k12_random_12,1B,NASDAQ,1m,12,random,12,12,"[""MRVL"", ""SOXX"", ""QCOM"", ""MSFT"", ""MU"", ""PLTR"", ""RKLB"", ""TSLA"", ""AVGO"", ""AMZN"", ""AMD"", ""META""]","[""AAPL"", ""GOOGL""]","[""NVDA"", ""NFLX"", ""INTC"", ""QQQ""]",144000,24000,48000,0.053291666666666675,0.07863888888888888,0.014124999999999999,0.01613888888888889,3.468305,3.435525,3.442786,0.196412,0.19612,0.19722,0.6137500000000001,0.3550416666666667,0.17229166666666668,0.15664583333333332,2.484184,1.987876,2.295847,0.642,0.3856388888888889,0.029097222222222226,0.023909722222222228,5.87045,5.38472,5.700064,0.05202777777777776,0.08498611111111112,0.6434166666666667,0.38608333333333333,0.048331763373480906,0.19404363444579728,0.19340392079140833,0.19510868138327744,
shape_token_range_bucket_NASDAQ_1m_k12_random_13,/Users/choeseoggyu/portfolio/finlabs/research/notebooks/01_shape_quantization/runs/phase_1b/shape_token_range_bucket_NASDAQ_1m_k12_random_13,1B,NASDAQ,1m,12,random,13,13,"[""GOOGL"", ""PLTR"", ""QQQ"", ""AAPL"", ""MRVL"", ""AMD"", ""AMZN"", ""MSFT"", ""QCOM"", ""NFLX"", ""MU"", ""NVDA""]","[""SOXX"", ""TSLA""]","[""AVGO"", ""META"", ""RKLB"", ""INTC""]",144000,24000,48000,0.13802777777777775,0.024958333333333353,0.0426875,0.004291666666666666,3.489478,3.51234,3.49606,0.199458,0.197832,0.198752,0.15133333333333332,0.305,0.043208333333333335,0.08135416666666667,2.484184,2.364689,2.503142,0.23526388888888886,0.31583333333333335,0.0426875,0.010041666666666667,5.917697,5.710872,5.903301,0.14351388888888886,0.022097222222222213,0.24155555555555555,0.31769444444444445,0.04934744262695313,0.19397851467033647,0.19239355016837753,0.19385242618011678,
shape_token_range_bucket_NASDAQ_1m_k12_random_14,/Users/choeseoggyu/portfolio/finlabs/research/notebooks/01_shape_quantization/runs/phase_1b/shape_token_range_bucket_NASDAQ_1m_k12_random_14,1B,NASDAQ,1m,12,random,14,14,"[""NVDA"", ""INTC"", ""AVGO"", ""AAPL"", ""GOOGL"", ""MRVL"", ""META"", ""RKLB"", ""MU"", ""QQQ"", ""MSFT"", ""PLTR""]","[""SOXX"", ""NFLX""]","[""AMZN"", ""AMD"", ""QCOM"", ""TSLA""]",144000,24000,48000,0.3004444444444444,0.04169444444444449,0.0745625,0.007597222222222227,3.472348,3.438906,3.483129,0.196366,0.192124,0.195836,0.3316666666666666,0.16629166666666662,0.08949999999999997,0.059729166666666667,2.484184,2.245823,2.488965,0.4207777777777778,0.17779166666666663,0.0745625,0.010444444444444444,5.908334,5.484287,5.909287,0.2640277777777778,0.03886111111111114,0.416,0.17758333333333332,0.04925639512803819,0.2114486659615975,0.20316402095129504,0.21186512478773314,
shape_token_range_bucket_NASDAQ_1m_k12_random_15,/Users/choeseoggyu/portfolio/finlabs/research/notebooks/01_shape_quantization/runs/phase_1b/shape_token_range_bucket_NASDAQ_1m_k12_random_15,1B,NASDAQ,1m,12,random,15,15,"[""MRVL"", ""AMZN"", ""QQQ"", ""INTC"", ""AMD"", ""RKLB"", ""NFLX"", ""MU"", ""META"", ""SOXX"", ""AVGO"", ""PLTR""]","[""QCOM"", ""TSLA""]","[""NVDA"", ""MSFT"", ""AAPL"", ""GOOGL""]",144000,24000,48000,0.0492222222222222,0.09333333333333332,0.00784027777777778,0.020618055555555556,3.490847,3.483663,3.463393,0.195807,0.195457,0.196337,0.14208333333333334,0.4791249999999999,0.04029166666666667,0.14452083333333332,2.484184,2.519764,2.117832,0.16186111111111112,0.5331666666666667,0.010451388888888889,0.020618055555555556,5.890839,5.926973,5.540515,0.03895833333333333,0.09174999999999997,0.1585138888888889,0.5334861111111111,0.048126074896918405,0.19387642780625494,0.19446057109991596,0.19452378760277364,
shape_token_range_bucket_NASDAQ_1m_k12_random_16,/Users/choeseoggyu/portfolio/finlabs/research/notebooks/01_shape_quantization/runs/phase_1b/shape_token_range_bucket_NASDAQ_1m_k12_random_16,1B,NASDAQ,1m,12,random,16,16,"[""INTC"", ""MRVL"", ""RKLB"", ""NVDA"", ""AVGO"", ""MSFT"", ""META"", ""PLTR"", ""SOXX"", ""MU"", ""AAPL"", ""AMD""]","[""TSLA"", ""GOOGL""]","[""AMZN"", ""QCOM"", ""QQQ"", ""NFLX""]",144000,24000,48000,0.0851944444444444,0.10091666666666668,0.019770833333333335,0.015256944444444448,3.489802,3.448457,3.468415,0.196511,0.196308,0.195278,0.415,0.4135833333333333,0.10104166666666664,0.1893125,2.484184,2.187015,2.263791,0.4690972222222222,0.42252777777777784,0.019770833333333335,0.03031944444444444,5.899536,5.598971,5.68572,0.08668055555555555,0.09997222222222224,0.4672777777777778,0.4244027777777778,0.04873573811848958,0.19447011882688556,0.19423486918617028,0.19300879996907974,
shape_token_range_bucket_NASDAQ_1m_k12_random_17,/Users/choeseoggyu/portfolio/finlabs/research/notebooks/01_shape_quantization/runs/phase_1b/shape_token_range_bucket_NASDAQ_1m_k12_random_17,1B,NASDAQ,1m,12,random,17,17,"[""AMD"", ""GOOGL"", ""QQQ"", ""PLTR"", ""SOXX"", ""TSLA"", ""AVGO"", ""AAPL"", ""MSFT"", ""MRVL"", ""INTC"", ""NFLX""]","[""NVDA"", ""AMZN""]","[""META"", ""RKLB"", ""MU"", ""QCOM""]",144000,24000,48000,0.10720833333333335,0.024111111111111118,0.01896527777777778,0.006777777777777778,3.487195,3.46186,3.473401,0.195809,0.196357,0.195565,0.24274999999999997,0.4863333333333334,0.06562499999999999,0.12762500000000002,2.484184,2.336278,2.49099,0.26740277777777777,0.4873333333333334,0.01896527777777778,0.017069444444444443,5.890945,5.756797,5.870449,0.10341666666666664,0.019277777777777776,0.26769444444444446,0.4877222222222223,0.04828456285264757,0.19398629287141567,0.19516552668999065,0.19427205693158803,
shape_token_range_bucket_NASDAQ_1m_k12_random_18,/Users/choeseoggyu/portfolio/finlabs/research/notebooks/01_shape_quantization/runs/phase_1b/shape_token_range_bucket_NASDAQ_1m_k12_random_18,1B,NASDAQ,1m,12,random,18,18,"[""AMZN"", ""AAPL"", ""QQQ"", ""MSFT"", ""GOOGL"", ""PLTR"", ""INTC"", ""RKLB"", ""NVDA"", ""NFLX"", ""AVGO"", ""AMD""]","[""MU"", ""QCOM""]","[""MRVL"", ""SOXX"", ""TSLA"", ""META""]",144000,24000,48000,0.07002777777777779,0.11533333333333336,0.0115763888888889,0.03236805555555555,3.448147,3.440865,3.466591,0.197061,0.197236,0.195159,0.72825,0.05254166666666666,0.20358333333333337,0.017791666666666678,2.484184,2.303556,2.487015,0.7433611111111111,0.15140277777777778,0.032125,0.03236805555555555,5.882163,5.622248,5.81882,0.06612500000000002,0.11320833333333331,0.7335555555555555,0.15619444444444447,0.04940823025173611,0.21165637947758167,0.21417731429509781,0.21234397031088836,
shape_token_range_bucket_NASDAQ_1m_k12_random_19,/Users/choeseoggyu/portfolio/finlabs/research/notebooks/01_shape_quantization/runs/phase_1b/shape_token_range_bucket_NASDAQ_1m_k12_random_19,1B,NASDAQ,1m,12,random,19,19,"[""AMD"", ""PLTR"", ""MRVL"", ""NFLX"", ""MU"", ""AVGO"", ""AAPL"", ""RKLB"", ""NVDA"", ""AMZN"", ""SOXX"", ""META""]","[""GOOGL"", ""QQQ""]","[""INTC"", ""TSLA"", ""QCOM"", ""MSFT""]",144000,24000,48000,0.06655555555555556,0.08476388888888886,0.0235,0.016854166666666667,3.486072,3.416869,3.466161,0.196805,0.196227,0.197064,0.72925,0.122375,0.30149999999999993,0.03483333333333333,2.484184,1.82251,2.524532,0.77625,0.1536111111111111,0.04481944444444445,0.016854166666666667,5.881553,5.224667,5.938239,0.06620833333333329,0.08833333333333335,0.7762777777777778,0.15213888888888888,0.048261471218532984,0.19413545158439707,0.1931823032709358,0.19449268546662501,
